Time [yyyy-MM-dd HH:mm:ss];Water level at (IJssel02_B_B_A_ 3217_346) [m AD];Water level at (IJssel03_A_ 1522_164) [m AD];Water level at (IJssel03_B_A_ 12530_57) [m AD];Water level at (IJssel03_B_B_A_ 491_564) [m AD];Water level at (IJssel03_B_B_B_A_ 7027_466) [m AD];Water level at (IJssel05_A_ 3094_672) [m AD];Water level at (IJssel06_A_ 1402_453) [m AD];Water level at (IJssel06_B_A_ 729_084) [m AD];Water level at (IJssel06_B_B_A_ 2698_613) [m AD];Water level at (IJssel06_B_B_B_A_ 2605_797) [m AD];Water level at (IJssel06_B_B_B_B_A_ 957_632) [m AD];Water level at (IJssel07_A_ 655_737) [m AD];Water level at (IJssel07_B_A_ 2728_796) [m AD];Water level at (IJssel09_A_ 3283_163) [m AD]
27-12-99 00:00;6.8056;4.4515;3.11;3.2387;0;1.1006;0.12221;-0.03758;-0.22538;-0.80039;-0.74911;-1.8806;-2.5259;-2.0417
27-12-99 01:00;6.6733;5.0157;3.223;3.1709;2.3637;0.72168;0.17838;0.095794;-0.23073;-0.49124;-0.57214;-1.5062;-1.9949;-2.276
27-12-99 02:00;6.5265;5.2444;3.2972;3.2345;2.4122;0.97808;0.28302;0.18484;-0.16466;-0.42299;-0.50383;-1.4149;-1.8039;-2.3487
27-12-99 03:00;6.4299;5.3564;3.4577;3.3901;2.5067;1.099;0.42745;0.32335;-0.059806;-0.33754;-0.42253;-1.3163;-1.6778;-2.3661
27-12-99 04:00;6.376;5.4106;3.604;3.5357;2.6262;1.2052;0.55152;0.44778;0.057901;-0.23061;-0.31955;-1.2201;-1.5715;-2.3649
27-12-99 05:00;6.3624;5.4374;3.7164;3.6496;2.748;1.3111;0.66749;0.56467;0.17528;-0.11689;-0.20796;-1.1194;-1.47;-2.2149
27-12-99 06:00;6.3884;5.4544;3.7996;3.735;2.8575;1.4191;0.78179;0.67968;0.29202;-0.0012573;-0.093706;-1.014;-1.3671;-1.9117
27-12-99 07:00;6.4441;5.4725;3.8627;3.8003;2.9505;1.527;0.89609;0.79464;0.40865;0.11462;0.021028;-0.90578;-1.2558;-1.5646
27-12-99 08:00;6.5219;5.4981;3.9144;3.8536;3.0289;1.6316;1.0093;0.90871;0.52495;0.23095;0.13671;-0.78937;-1.1193;-1.2544
27-12-99 09:00;6.6194;5.5348;3.9614;3.9019;3.0973;1.728;1.1169;1.0192;0.64027;0.34795;0.25379;-0.65256;-0.93911;-0.99745
27-12-99 10:00;6.7337;5.5846;4.009;3.9501;3.1597;1.7993;1.1916;1.0993;0.74117;0.45993;0.3684;-0.48578;-0.71813;-0.78264
27-12-99 11:00;6.857;5.6489;4.0606;4.0019;3.2188;1.8716;1.27;1.18;0.83332;0.56402;0.47685;-0.29971;-0.48971;-0.5945
27-12-99 12:00;6.9843;5.7276;4.1186;4.0597;3.2775;1.9426;1.3511;1.2631;0.92677;0.66941;0.58685;-0.11657;-0.28145;-0.42995
27-12-99 13:00;7.1122;5.8192;4.1849;4.1253;3.3386;2.0131;1.434;1.3482;1.0229;0.77753;0.69941;0.050443;-0.10346;-0.30666
27-12-99 14:00;7.2389;5.9218;4.26;4.1996;3.4042;2.0841;1.5182;1.4348;1.1206;0.88617;0.81175;0.19511;0.041106;-0.24227
27-12-99 15:00;7.3633;6.0328;4.3442;4.2827;3.4757;2.1569;1.6035;1.5223;1.218;0.99211;0.92025;0.31673;0.15727;-0.20596
27-12-99 16:00;7.4846;6.1498;4.4367;4.3741;3.5538;2.2325;1.6895;1.6102;1.3135;1.0933;1.0229;0.42167;0.25561;-0.17321
27-12-99 17:00;7.6024;6.2701;4.5365;4.4727;3.6387;2.3116;1.7763;1.6982;1.4066;1.1897;1.12;0.5158;0.34358;-0.1337
27-12-99 18:00;7.7162;6.3924;4.6418;4.577;3.7298;2.3943;1.8641;1.7867;1.4979;1.2826;1.2131;0.60382;0.42649;-0.093541
27-12-99 19:00;7.8255;6.5152;4.7514;4.6857;3.8263;2.481;1.9533;1.8762;1.5885;1.3736;1.3039;0.68833;0.50634;-0.053692
27-12-99 20:00;7.9298;6.637;4.8634;4.797;3.9274;2.5716;2.0444;1.9674;1.6794;1.464;1.3938;0.77038;0.58393;-0.013957
27-12-99 21:00;8.0293;6.7565;4.9766;4.9095;4.0316;2.6659;2.138;2.0607;1.7714;1.5547;1.4838;0.85085;0.65996;0.025742
27-12-99 22:00;8.1242;6.873;5.0904;5.0228;4.1375;2.7638;2.2343;2.1565;1.8651;1.6463;1.5746;0.93096;0.73539;0.06561
27-12-99 23:00;8.2145;6.9857;5.2037;5.1357;4.2442;2.8646;2.3333;2.2548;1.9608;1.7396;1.6669;1.0115;0.81104;0.10595
28-12-99 00:00;8.3004;7.0943;5.3153;5.247;4.3509;2.9679;2.4347;2.3555;2.0586;1.8347;1.7608;1.0932;0.88757;0.14698
28-12-99 01:00;8.3823;7.1981;5.4242;5.3557;4.457;3.0733;2.5385;2.4585;2.1585;1.9318;1.8567;1.1764;0.9655;0.18894
28-12-99 02:00;8.4602;7.2972;5.5301;5.4615;4.5617;3.18;2.6442;2.5635;2.2604;2.0307;1.9545;1.2613;1.045;0.23208
28-12-99 03:00;8.5342;7.3915;5.6326;5.564;4.6647;3.2875;2.7512;2.67;2.364;2.1313;2.0539;1.348;1.1262;0.27657
28-12-99 04:00;8.6044;7.481;5.7313;5.6628;4.7656;3.395;2.8591;2.7773;2.4686;2.233;2.1544;1.4359;1.2084;0.32253
28-12-99 05:00;8.671;7.5657;5.8258;5.7575;4.8638;3.502;2.9672;2.8849;2.5736;2.3349;2.2552;1.5246;1.2917;0.3699
28-12-99 06:00;8.734;7.6458;5.9162;5.8481;4.959;3.608;3.0747;2.992;2.6783;2.4368;2.356;1.6143;1.3765;0.41875
28-12-99 07:00;8.7936;7.7214;6.0023;5.9345;5.0509;3.7122;3.181;3.0979;2.7827;2.5388;2.457;1.7049;1.4625;0.46921
28-12-99 08:00;8.8499;7.7928;6.0839;6.0164;5.1392;3.8141;3.2855;3.2023;2.8863;2.6411;2.5584;1.7962;1.5494;0.52127
28-12-99 09:00;8.9031;7.86;6.1607;6.0936;5.2237;3.9134;3.388;3.3047;2.9883;2.7428;2.6597;1.8883;1.6372;0.57484
28-12-99 10:00;8.9532;7.9234;6.2328;6.1662;5.3041;4.0096;3.4878;3.4045;3.0883;2.8427;2.7594;1.9808;1.7257;0.62987
28-12-99 11:00;9.0006;7.9831;6.3016;6.2353;5.3807;4.1023;3.5846;3.5015;3.1857;2.9402;2.8569;2.0735;1.8146;0.68626
28-12-99 12:00;9.0452;8.0394;6.3674;6.3016;5.4541;4.1915;3.678;3.5951;3.28;3.035;2.9516;2.1655;1.9032;0.74388
28-12-99 13:00;9.0872;8.0926;6.4291;6.3638;5.5241;4.2772;3.7679;3.6853;3.3711;3.1268;3.0434;2.2555;1.9903;0.80242
28-12-99 14:00;9.1269;8.1423;6.4868;6.4219;5.5903;4.3593;3.8543;3.7719;3.4589;3.2153;3.1321;2.3431;2.0756;0.86138
28-12-99 15:00;9.1643;8.1889;6.5412;6.4768;5.6531;4.4375;3.9367;3.8547;3.543;3.3003;3.2173;2.4276;2.1588;0.92035
28-12-99 16:00;9.1994;8.2326;6.5927;6.5288;5.7126;4.5116;4.015;3.9333;3.6231;3.3815;3.2986;2.5089;2.2393;0.97909
28-12-99 17:00;9.2325;8.2737;6.6416;6.5782;5.7689;4.5818;4.0893;4.008;3.6992;3.4586;3.376;2.587;2.3169;1.0373
28-12-99 18:00;9.2636;8.3123;6.688;6.625;5.8222;4.6482;4.1592;4.0783;3.7713;3.5318;3.4495;2.6615;2.3911;1.0951
28-12-99 19:00;9.2928;8.3489;6.7322;6.6696;5.8729;4.7107;4.2251;4.1447;3.8393;3.6009;3.5188;2.7318;2.4613;1.1519
28-12-99 20:00;9.3203;8.3833;6.7744;6.7121;5.9211;4.7698;4.2872;4.2071;3.9033;3.6659;3.5841;2.7981;2.5278;1.207
28-12-99 21:00;9.3461;8.4157;6.8145;6.7525;5.9667;4.8253;4.3456;4.2654;3.9633;3.7269;3.6454;2.8608;2.5907;1.2596
28-12-99 22:00;9.3703;8.4464;6.8524;6.7907;6.0099;4.8776;4.4006;4.3203;4.0197;3.7842;3.7029;2.9197;2.6499;1.3093
28-12-99 23:00;9.3932;8.4755;6.8885;6.827;6.0509;4.9268;4.4524;4.3722;4.0729;3.8382;3.7571;2.975;2.7057;1.3563
29-12-99 00:00;9.4147;8.5029;6.9231;6.8619;6.0897;4.9732;4.5014;4.4212;4.123;3.8892;3.8082;3.0272;2.7583;1.4007
29-12-99 01:00;9.4351;8.5289;6.9561;6.8952;6.1267;5.0171;4.5476;4.4675;4.1703;3.9372;3.8565;3.0765;2.808;1.4427
29-12-99 02:00;9.4543;8.5536;6.9877;6.927;6.1619;5.0585;4.5913;4.5113;4.215;3.9827;3.9021;3.1227;2.8548;1.4827
29-12-99 03:00;9.4725;8.577;7.0178;6.9574;6.1953;5.0976;4.6323;4.5525;4.2571;4.0254;3.945;3.1664;2.899;1.5208
29-12-99 04:00;9.4898;8.5991;7.0463;6.9861;6.2269;5.1345;4.671;4.5914;4.2968;4.0656;3.9853;3.2076;2.9408;1.5571
29-12-99 05:00;9.5061;8.6201;7.0732;7.0131;6.2568;5.1695;4.7074;4.628;4.3341;4.1034;4.0233;3.2467;2.9804;1.5916
29-12-99 06:00;9.5215;8.6401;7.0987;7.0389;6.2853;5.2027;4.7418;4.6625;4.3693;4.1391;4.0591;3.2836;3.0179;1.6244
29-12-99 07:00;9.5362;8.6592;7.1227;7.0632;6.3124;5.2342;4.7745;4.6954;4.4028;4.173;4.0931;3.3185;3.0533;1.6554
29-12-99 08:00;9.5501;8.6775;7.1455;7.0861;6.3382;5.2642;4.8056;4.7267;4.4347;4.2052;4.1256;3.3516;3.0869;1.6846
29-12-99 09:00;9.5634;8.6948;7.167;7.1079;6.3628;5.2928;4.8354;4.7566;4.4651;4.2361;4.1566;3.3831;3.1188;1.7122
29-12-99 10:00;9.576;8.7112;7.1875;7.1286;6.3862;5.3203;4.8639;4.7852;4.4941;4.265;4.1861;3.413;3.1491;1.7385
29-12-99 11:00;9.588;8.7266;7.207;7.1483;6.4084;5.3455;4.8931;4.813;4.5212;4.2921;4.2146;3.4414;3.1779;1.7636
29-12-99 12:00;9.5993;8.7413;7.2248;7.1662;6.4227;5.3881;4.9485;4.8674;4.5662;4.3302;4.2542;3.4701;3.2057;1.7874
29-12-99 13:00;9.6101;8.7552;7.2394;7.1806;6.4333;5.4083;4.978;4.8973;4.5965;4.3595;4.2897;3.5027;3.2365;1.8104
29-12-99 14:00;9.6203;8.7682;7.2519;7.193;6.4423;5.4285;5.0064;4.9256;4.6236;4.3843;4.3229;3.5337;3.2669;1.8331
29-12-99 15:00;9.63;8.7802;7.263;7.2039;6.4504;5.4476;5.0331;4.9522;4.6485;4.4069;4.3546;3.5638;3.2964;1.8558
29-12-99 16:00;9.6391;8.7914;7.273;7.2139;6.4576;5.4654;5.0579;4.9769;4.6719;4.4282;4.3849;3.5929;3.3251;1.8782
29-12-99 17:00;9.6476;8.8017;7.2823;7.223;6.4644;5.482;5.081;5.0001;4.6941;4.4488;4.4135;3.6206;3.3527;1.9002
29-12-99 18:00;9.6556;8.8113;7.291;7.2316;6.4707;5.4974;5.1029;5.0221;4.7152;4.4687;4.4402;3.6469;3.3789;1.9217
29-12-99 19:00;9.6631;8.8203;7.299;7.2395;6.4766;5.512;5.1237;5.043;4.7354;4.4881;4.4651;3.6715;3.4038;1.9425
29-12-99 20:00;9.6701;8.8286;7.3066;7.2471;6.4822;5.5258;5.1434;5.0629;4.7551;4.5072;4.4886;3.6946;3.4272;1.9626
29-12-99 21:00;9.6766;8.8364;7.3139;7.2542;6.4875;5.5389;5.1622;5.082;4.7741;4.526;4.511;3.7165;3.4495;1.9819
29-12-99 22:00;9.6828;8.8436;7.3207;7.261;6.4926;5.5515;5.1803;5.1003;4.7925;4.5442;4.5322;3.7375;3.4706;2.0003
29-12-99 23:00;9.6885;8.8504;7.3272;7.2674;6.4975;5.5635;5.1976;5.1179;4.8105;4.5622;4.5524;3.7575;3.4911;2.0179
30-12-99 00:00;9.6939;8.8568;7.3334;7.2735;6.5023;5.5751;5.2145;5.1351;4.8283;4.5801;4.5718;3.7769;3.5108;2.0347
30-12-99 01:00;9.6989;8.8628;7.3392;7.2793;6.5069;5.5864;5.2309;5.1518;4.8456;4.5975;4.5902;3.7956;3.5297;2.0507
30-12-99 02:00;9.7037;8.8684;7.3448;7.2849;6.5113;5.5973;5.2466;5.1679;4.8622;4.6141;4.6076;3.8139;3.548;2.066
30-12-99 03:00;9.7081;8.8737;7.3502;7.2901;6.5156;5.6077;5.2617;5.1832;4.878;4.6299;4.624;3.8317;3.5657;2.0809
30-12-99 04:00;9.7123;8.8786;7.3552;7.2951;6.5198;5.6177;5.2762;5.1979;4.8931;4.6449;4.6394;3.849;3.583;2.0954
30-12-99 05:00;9.7162;8.8833;7.3599;7.2999;6.5239;5.6273;5.2899;5.2119;4.9075;4.6592;4.654;3.8659;3.5998;2.1094
30-12-99 06:00;9.7199;8.8877;7.3645;7.3044;6.5279;5.6364;5.3028;5.225;4.9211;4.6727;4.6677;3.8825;3.6161;2.1229
30-12-99 07:00;9.7234;8.8918;7.3689;7.3088;6.5318;5.645;5.3151;5.2375;4.9341;4.6856;4.6808;3.8986;3.632;2.136
30-12-99 08:00;9.7267;8.8957;7.3732;7.313;6.5355;5.6532;5.3266;5.2492;4.9466;4.6979;4.6932;3.9142;3.6475;2.1487
30-12-99 09:00;9.7298;8.8994;7.3772;7.317;6.5392;5.661;5.3375;5.2602;4.9585;4.7097;4.7051;3.9292;3.6624;2.161
30-12-99 10:00;9.7327;8.9029;7.3811;7.3209;6.5427;5.6684;5.3477;5.2706;4.9699;4.7211;4.7166;3.9438;3.6769;2.1729
30-12-99 11:00;9.7355;8.9062;7.3849;7.3247;6.5462;5.6754;5.3575;5.2805;4.9809;4.732;4.7276;3.9578;3.6908;2.1845
30-12-99 12:00;9.7381;8.9094;7.3885;7.3283;6.5495;5.6821;5.3668;5.29;4.9916;4.7426;4.7382;3.9713;3.7043;2.1957
30-12-99 13:00;9.7406;8.9123;7.3919;7.3317;6.5527;5.6885;5.3757;5.299;5.0019;4.7528;4.7484;3.9842;3.7172;2.2066
30-12-99 14:00;9.7428;8.9152;7.3953;7.335;6.5559;5.6946;5.3841;5.3076;5.0118;4.7626;4.7582;3.9967;3.7295;2.2171
30-12-99 15:00;9.7449;8.9178;7.3985;7.3382;6.5589;5.7004;5.3922;5.3157;5.0213;4.7719;4.7674;4.0086;3.7412;2.2274
30-12-99 16:00;9.747;8.9203;7.4015;7.3413;6.5619;5.706;5.3998;5.3234;5.0301;4.7806;4.7761;4.0199;3.7524;2.2373
30-12-99 17:00;9.7489;8.9227;7.4045;7.3443;6.5648;5.7113;5.407;5.3306;5.0386;4.7888;4.7843;4.0306;3.7631;2.247
30-12-99 18:00;9.7508;8.9249;7.4073;7.3471;6.5675;5.7164;5.4139;5.3375;5.0466;4.7965;4.7917;4.0409;3.7732;2.2562
30-12-99 19:00;9.7526;8.9271;7.41;7.3498;6.5702;5.7212;5.4204;5.344;5.0542;4.8041;4.7994;4.0508;3.7828;2.2652
30-12-99 20:00;9.7543;8.9291;7.4126;7.3524;6.5728;5.7258;5.4265;5.3501;5.0614;4.8112;4.8064;4.0603;3.792;2.2737
30-12-99 21:00;9.7559;8.9311;7.4151;7.3549;6.5753;5.7302;5.4323;5.3559;5.0682;4.8179;4.8132;4.0693;3.8007;2.2819
30-12-99 22:00;9.7574;8.933;7.4176;7.3574;6.5777;5.7344;5.4378;5.3614;5.0747;4.8245;4.8197;4.078;3.8091;2.2897
30-12-99 23:00;9.7589;8.9348;7.4199;7.3597;6.58;5.7383;5.443;5.3666;5.0808;4.8308;4.826;4.0863;3.8172;2.2971
31-12-99 00:00;9.7603;8.9365;7.4222;7.362;6.5823;5.7421;5.4479;5.3715;5.0867;4.837;4.8321;4.0942;3.8249;2.3042
31-12-99 01:00;9.7617;8.9381;7.4243;7.3642;6.5844;5.7456;5.4526;5.3762;5.0922;4.8429;4.8379;4.1019;3.8323;2.3111
31-12-99 02:00;9.763;8.9397;7.4264;7.3663;6.5865;5.749;5.457;5.3806;5.0974;4.8485;4.8435;4.1092;3.8395;2.3177
31-12-99 03:00;9.7642;8.9412;7.4284;7.3683;6.5885;5.7523;5.4611;5.3848;5.1024;4.8539;4.8489;4.1163;3.8464;2.324
31-12-99 04:00;9.7654;8.9426;7.4304;7.3702;6.5905;5.7554;5.4651;5.3887;5.107;4.859;4.8539;4.1231;3.853;2.3302
31-12-99 05:00;9.7665;8.944;7.4322;7.3721;6.5923;5.7583;5.4688;5.3924;5.1113;4.8639;4.8588;4.1297;3.8593;2.3361
31-12-99 06:00;9.7676;8.9453;7.434;7.3739;6.5941;5.761;5.4723;5.3959;5.1154;4.8685;4.8634;4.136;3.8654;2.3419
31-12-99 07:00;9.7686;8.9465;7.4357;7.3756;6.5959;5.7637;5.4756;5.3992;5.1193;4.8729;4.8677;4.142;3.8712;2.3475
31-12-99 08:00;9.7696;8.9477;7.4373;7.3772;6.5975;5.7662;5.4787;5.4023;5.1229;4.8771;4.8719;4.1477;3.8767;2.3529
31-12-99 09:00;9.7705;8.9489;7.4389;7.3788;6.5991;5.7685;5.4816;5.4052;5.1263;4.881;4.8758;4.1533;3.882;2.3582
31-12-99 10:00;9.7714;8.95;7.4404;7.3803;6.6006;5.7707;5.4844;5.408;5.1295;4.8848;4.8795;4.1586;3.887;2.3634
31-12-99 11:00;9.7722;8.951;7.4418;7.3817;6.6021;5.7728;5.487;5.4105;5.1325;4.8883;4.883;4.1636;3.8918;2.3684
31-12-99 12:00;9.773;8.9521;7.4432;7.3831;6.6035;5.7748;5.4894;5.413;5.1353;4.8917;4.8863;4.1684;3.8964;2.3732
31-12-99 13:00;9.7738;8.953;7.4446;7.3845;6.6049;5.7767;5.4917;5.4153;5.138;4.8948;4.8894;4.173;3.9007;2.378
31-12-99 14:00;9.7746;8.954;7.4458;7.3858;6.6062;5.7785;5.4939;5.4174;5.1404;4.8978;4.8924;4.1774;3.9048;2.3827
31-12-99 15:00;9.7753;8.9548;7.4471;7.387;6.6075;5.7801;5.4959;5.4194;5.1427;4.9006;4.8952;4.1816;3.9088;2.3872
31-12-99 16:00;9.7759;8.9557;7.4483;7.3882;6.6087;5.7817;5.4978;5.4213;5.1449;4.9032;4.8978;4.1856;3.9126;2.3917
31-12-99 17:00;9.7766;8.9565;7.4494;7.3893;6.6099;5.7832;5.4996;5.4231;5.147;4.9057;4.9002;4.1894;3.9162;2.396
31-12-99 18:00;9.7772;8.9573;7.4505;7.3904;6.611;5.7846;5.5013;5.4248;5.1489;4.9081;4.9026;4.1931;3.9196;2.4003
31-12-99 19:00;9.7778;8.958;7.4515;7.3915;6.6121;5.786;5.5029;5.4264;5.1507;4.9103;4.9048;4.1966;3.9229;2.4044
31-12-99 20:00;9.7783;8.9587;7.4525;7.3925;6.6131;5.7872;5.5045;5.4279;5.1524;4.9124;4.9069;4.1999;3.926;2.4084
31-12-99 21:00;9.7789;8.9594;7.4535;7.3934;6.6141;5.7884;5.5059;5.4293;5.154;4.9144;4.9089;4.2031;3.929;2.4124
31-12-99 22:00;9.7794;8.96;7.4544;7.3944;6.615;5.7896;5.5073;5.4307;5.1555;4.9163;4.9107;4.2061;3.9318;2.4162
31-12-99 23:00;9.7799;8.9607;7.4553;7.3952;6.6159;5.7907;5.5085;5.4319;5.1569;4.918;4.9124;4.209;3.9345;2.4199
01-01-00 00:00;9.7803;8.9613;7.4561;7.3961;6.6167;5.7917;5.5097;5.4331;5.1583;4.9197;4.9141;4.2118;3.9371;2.4235
01-01-00 01:00;9.7808;8.9618;7.4569;7.3969;6.6175;5.7927;5.5109;5.4342;5.1595;4.9212;4.9156;4.2144;3.9396;2.427
01-01-00 02:00;9.7812;8.9624;7.4576;7.3976;6.6183;5.7936;5.512;5.4353;5.1607;4.9227;4.9171;4.217;3.942;2.4304
01-01-00 03:00;9.7816;8.9629;7.4583;7.3983;6.619;5.7944;5.513;5.4363;5.1618;4.924;4.9184;4.2194;3.9443;2.4337
01-01-00 04:00;9.782;8.9634;7.459;7.399;6.6197;5.7953;5.5139;5.4372;5.1628;4.9253;4.9197;4.2217;3.9464;2.4369
01-01-00 05:00;9.7824;8.9638;7.4597;7.3997;6.6203;5.796;5.5148;5.4381;5.1638;4.9265;4.9209;4.2239;3.9485;2.4399
01-01-00 06:00;9.7827;8.9643;7.4603;7.4003;6.6209;5.7968;5.5157;5.439;5.1647;4.9276;4.922;4.226;3.9504;2.4429
01-01-00 07:00;9.7831;8.9647;7.4609;7.4009;6.6215;5.7975;5.5165;5.4397;5.1656;4.9287;4.923;4.228;3.9523;2.4458
01-01-00 08:00;9.7833;8.9651;7.4615;7.4015;6.6221;5.7981;5.5172;5.4405;5.1664;4.9297;4.924;4.23;3.9541;2.4486
01-01-00 09:00;9.7835;8.9655;7.462;7.402;6.6226;5.7987;5.5179;5.4412;5.1672;4.9307;4.925;4.2318;3.9558;2.4513
01-01-00 10:00;9.7837;8.9658;7.4625;7.4025;6.6231;5.7993;5.5186;5.4418;5.1679;4.9315;4.9259;4.2335;3.9574;2.4539
01-01-00 11:00;9.7838;8.9661;7.463;7.403;6.6236;5.7999;5.5192;5.4425;5.1685;4.9324;4.9267;4.2351;3.9589;2.4564
01-01-00 12:00;9.7837;8.9663;7.4634;7.4034;6.6241;5.8004;5.5198;5.443;5.1692;4.9332;4.9275;4.2367;3.9604;2.4588
01-01-00 13:00;9.7836;8.9665;7.4638;7.4039;6.6245;5.8009;5.5204;5.4436;5.1698;4.9339;4.9282;4.2382;3.9618;2.4611
01-01-00 14:00;9.7834;8.9666;7.4642;7.4042;6.6249;5.8013;5.5209;5.4441;5.1703;4.9346;4.9289;4.2396;3.9631;2.4634
01-01-00 15:00;9.7831;8.9666;7.4646;7.4046;6.6252;5.8018;5.5214;5.4446;5.1709;4.9353;4.9296;4.241;3.9643;2.4655
01-01-00 16:00;9.7827;8.9666;7.4649;7.4049;6.6256;5.8022;5.5219;5.4451;5.1714;4.9359;4.9302;4.2422;3.9655;2.4676
01-01-00 17:00;9.7821;8.9664;7.4651;7.4052;6.6259;5.8026;5.5223;5.4455;5.1719;4.9365;4.9308;4.2435;3.9667;2.4696
01-01-00 18:00;9.7815;8.9662;7.4653;7.4054;6.6261;5.8029;5.5227;5.4459;5.1723;4.937;4.9313;4.2446;3.9678;2.4715
01-01-00 19:00;9.7808;8.9659;7.4655;7.4055;6.6264;5.8033;5.5231;5.4463;5.1727;4.9376;4.9318;4.2457;3.9688;2.4733
01-01-00 20:00;9.7799;8.9655;7.4655;7.4056;6.6266;5.8036;5.5235;5.4467;5.1731;4.9381;4.9323;4.2468;3.9698;2.4751
01-01-00 21:00;9.7789;8.9651;7.4655;7.4056;6.6267;5.8038;5.5238;5.447;5.1735;4.9385;4.9328;4.2478;3.9707;2.4768
01-01-00 22:00;9.7779;8.9645;7.4655;7.4056;6.6268;5.8041;5.5241;5.4473;5.1738;4.939;4.9332;4.2487;3.9716;2.4784
01-01-00 23:00;9.7767;8.9639;7.4654;7.4055;6.6269;5.8043;5.5244;5.4475;5.1741;4.9394;4.9336;4.2496;3.9725;2.48
02-01-00 00:00;9.7754;8.9631;7.4652;7.4053;6.6269;5.8045;5.5246;5.4478;5.1744;4.9397;4.934;4.2505;3.9733;2.4815
02-01-00 01:00;9.774;8.9623;7.4649;7.4051;6.6268;5.8046;5.5248;5.448;5.1747;4.9401;4.9343;4.2513;3.974;2.4829
02-01-00 02:00;9.7725;8.9614;7.4646;7.4048;6.6268;5.8048;5.525;5.4482;5.1749;4.9404;4.9346;4.252;3.9747;2.4843
02-01-00 03:00;9.7709;8.9604;7.4642;7.4044;6.6266;5.8048;5.5251;5.4483;5.1751;4.9407;4.9349;4.2527;3.9754;2.4856
02-01-00 04:00;9.7692;8.9593;7.4638;7.404;6.6264;5.8049;5.5252;5.4484;5.1752;4.9409;4.9351;4.2534;3.976;2.4868
02-01-00 05:00;9.7674;8.9581;7.4632;7.4035;6.6262;5.8049;5.5253;5.4485;5.1754;4.9411;4.9354;4.2539;3.9766;2.488
02-01-00 06:00;9.7656;8.9568;7.4626;7.4029;6.6259;5.8049;5.5253;5.4485;5.1755;4.9413;4.9356;4.2545;3.9771;2.4891
02-01-00 07:00;9.7637;8.9555;7.4619;7.4022;6.6255;5.8048;5.5253;5.4485;5.1756;4.9415;4.9357;4.255;3.9776;2.4902
02-01-00 08:00;9.7619;8.9541;7.4612;7.4015;6.6252;5.8047;5.5253;5.4485;5.1756;4.9416;4.9358;4.2554;3.9781;2.4912
02-01-00 09:00;9.7601;8.9527;7.4604;7.4007;6.6247;5.8046;5.5252;5.4485;5.1756;4.9417;4.9359;4.2558;3.9785;2.4922
02-01-00 10:00;9.7584;8.9513;7.4595;7.3999;6.6242;5.8044;5.5251;5.4484;5.1756;4.9418;4.936;4.2562;3.9789;2.4931
02-01-00 11:00;9.7569;8.9499;7.4586;7.399;6.6237;5.8042;5.5249;5.4483;5.1756;4.9418;4.9361;4.2565;3.9792;2.494
02-01-00 12:00;9.7555;8.9486;7.4576;7.3981;6.6231;5.804;5.5248;5.4481;5.1755;4.9418;4.9361;4.2567;3.9795;2.4948
02-01-00 13:00;9.7543;8.9474;7.4567;7.3972;6.6225;5.8038;5.5246;5.448;5.1754;4.9418;4.9361;4.2569;3.9797;2.4956
02-01-00 14:00;9.7533;8.9462;7.4559;7.3964;6.622;5.8035;5.5244;5.4478;5.1754;4.9418;4.936;4.2571;3.9799;2.4964
02-01-00 15:00;9.7525;8.9453;7.4551;7.3956;6.6215;5.8033;5.5242;5.4477;5.1753;4.9418;4.936;4.2572;3.9801;2.4971
02-01-00 16:00;9.752;8.9444;7.4544;7.3949;6.621;5.8031;5.5241;5.4475;5.1752;4.9417;4.936;4.2573;3.9802;2.4978
