Time [yyyy-MM-dd HH:mm:ss];Water level at (IJssel02_B_B_A_ 3217_346) [m AD];Water level at (IJssel03_A_ 1522_164) [m AD];Water level at (IJssel03_B_A_ 12530_57) [m AD];Water level at (IJssel03_B_B_A_ 491_564) [m AD];Water level at (IJssel03_B_B_B_A_ 7027_466) [m AD];Water level at (IJssel05_A_ 3094_672) [m AD];Water level at (IJssel06_A_ 1402_453) [m AD];Water level at (IJssel06_B_A_ 729_084) [m AD];Water level at (IJssel06_B_B_A_ 2698_613) [m AD];Water level at (IJssel06_B_B_B_A_ 2605_797) [m AD];Water level at (IJssel06_B_B_B_B_A_ 957_632) [m AD];Water level at (IJssel07_A_ 655_737) [m AD];Water level at (IJssel07_B_A_ 2728_796) [m AD];Water level at (IJssel09_A_ 3283_163) [m AD]
16-01-00 21:00;12.987;11.593;10.103;10.042;9.0973;8.4603;8.3934;8.3795;8.1212;7.9271;7.8556;7.1177;6.9433;5.4535
16-01-00 22:00;12.986;11.595;10.108;10.047;9.1041;8.4689;8.4021;8.3882;8.1299;7.9358;7.8644;7.1274;6.9531;5.4647
16-01-00 23:00;12.986;11.597;10.113;10.051;9.1105;8.477;8.4104;8.3965;8.1381;7.9441;7.8727;7.1367;6.9624;5.4753
17-01-00 00:00;12.985;11.599;10.117;10.055;9.1165;8.4847;8.4182;8.4043;8.1459;7.9519;7.8806;7.1455;6.9713;5.4856
17-01-00 01:00;12.984;11.601;10.12;10.059;9.1222;8.492;8.4255;8.4117;8.1532;7.9593;7.8881;7.1539;6.9798;5.4954
17-01-00 02:00;12.984;11.602;10.124;10.063;9.1274;8.4988;8.4324;8.4186;8.1601;7.9664;7.8952;7.1618;6.9879;5.5048
17-01-00 03:00;12.983;11.603;10.127;10.066;9.1323;8.5052;8.4389;8.4251;8.1666;7.973;7.9019;7.1693;6.9955;5.5137
17-01-00 04:00;12.982;11.604;10.13;10.069;9.1368;8.5112;8.445;8.4312;8.1727;7.9792;7.9082;7.1765;7.0027;5.5223
17-01-00 05:00;12.981;11.604;10.132;10.072;9.1409;8.5167;8.4506;8.4369;8.1784;7.985;7.9141;7.1832;7.0095;5.5304
17-01-00 06:00;12.98;11.605;10.134;10.074;9.1447;8.5219;8.4559;8.4422;8.1838;7.9904;7.9196;7.1895;7.016;5.5381
17-01-00 07:00;12.979;11.605;10.136;10.076;9.1482;8.5267;8.4608;8.4471;8.1887;7.9955;7.9247;7.1954;7.022;5.5455
17-01-00 08:00;12.977;11.604;10.138;10.078;9.1514;8.5312;8.4653;8.4516;8.1933;8.0002;7.9295;7.2009;7.0277;5.5524
17-01-00 09:00;12.976;11.604;10.139;10.079;9.1542;8.5352;8.4694;8.4558;8.1976;8.0046;7.9339;7.2061;7.0329;5.5589
17-01-00 10:00;12.974;11.603;10.14;10.08;9.1567;8.539;8.4732;8.4596;8.2015;8.0086;7.938;7.2109;7.0379;5.5651
17-01-00 11:00;12.973;11.602;10.141;10.081;9.1589;8.5423;8.4766;8.463;8.205;8.0123;7.9418;7.2154;7.0425;5.5709
17-01-00 12:00;12.971;11.601;10.141;10.082;9.1607;8.5453;8.4797;8.4661;8.2082;8.0156;7.9452;7.2195;7.0467;5.5763
17-01-00 13:00;12.969;11.599;10.142;10.082;9.1622;8.548;8.4824;8.4688;8.2111;8.0186;7.9482;7.2232;7.0506;5.5813
17-01-00 14:00;12.966;11.598;10.141;10.082;9.1634;8.5502;8.4848;8.4712;8.2136;8.0213;7.951;7.2266;7.0541;5.5861
17-01-00 15:00;12.964;11.596;10.141;10.081;9.1642;8.5522;8.4868;8.4732;8.2158;8.0236;7.9534;7.2297;7.0573;5.5904
17-01-00 16:00;12.962;11.593;10.14;10.081;9.1648;8.5538;8.4884;8.4749;8.2177;8.0256;7.9554;7.2325;7.0602;5.5944
17-01-00 17:00;12.96;11.591;10.139;10.08;9.165;8.555;8.4897;8.4762;8.2192;8.0273;7.9572;7.2349;7.0627;5.5981
17-01-00 18:00;12.957;11.588;10.138;10.078;9.1649;8.5559;8.4907;8.4772;8.2204;8.0286;7.9586;7.237;7.0649;5.6015
17-01-00 19:00;12.955;11.585;10.136;10.077;9.1645;8.5565;8.4913;8.4779;8.2212;8.0297;7.9597;7.2387;7.0668;5.6045
17-01-00 20:00;12.952;11.581;10.134;10.075;9.1637;8.5568;8.4916;8.4782;8.2218;8.0304;7.9605;7.2402;7.0684;5.6072
17-01-00 21:00;12.95;11.578;10.132;10.073;9.1627;8.5567;8.4916;8.4782;8.222;8.0308;7.961;7.2413;7.0697;5.6096
17-01-00 22:00;12.947;11.574;10.13;10.071;9.1614;8.5563;8.4912;8.4778;8.2219;8.0309;7.9612;7.2421;7.0706;5.6116
17-01-00 23:00;12.945;11.57;10.127;10.068;9.1598;8.5556;8.4906;8.4772;8.2215;8.0307;7.961;7.2426;7.0713;5.6134
18-01-00 00:00;12.942;11.566;10.124;10.065;9.158;8.5545;8.4896;8.4762;8.2209;8.0302;7.9606;7.2428;7.0716;5.6148
18-01-00 01:00;12.939;11.562;10.121;10.062;9.1558;8.5532;8.4883;8.4749;8.2199;8.0295;7.9599;7.2427;7.0716;5.6159
18-01-00 02:00;12.937;11.557;10.118;10.059;9.1534;8.5516;8.4868;8.4734;8.2186;8.0284;7.9589;7.2423;7.0714;5.6168
18-01-00 03:00;12.934;11.552;10.114;10.055;9.1508;8.5497;8.4849;8.4715;8.2171;8.0271;7.9576;7.2416;7.0709;5.6173
18-01-00 04:00;12.932;11.548;10.11;10.051;9.1479;8.5475;8.4828;8.4694;8.2153;8.0255;7.9561;7.2407;7.0701;5.6175
18-01-00 05:00;12.929;11.543;10.106;10.047;9.1447;8.5451;8.4804;8.467;8.2132;8.0236;7.9543;7.2394;7.069;5.6175
18-01-00 06:00;12.926;11.537;10.102;10.043;9.1413;8.5423;8.4777;8.4643;8.2108;8.0215;7.9523;7.2379;7.0676;5.6172
18-01-00 07:00;12.923;11.532;10.097;10.039;9.1377;8.5394;8.4748;8.4614;8.2083;8.0191;7.95;7.2362;7.066;5.6166
18-01-00 08:00;12.92;11.526;10.093;10.034;9.1339;8.5361;8.4716;8.4582;8.2054;8.0165;7.9474;7.2342;7.0642;5.6157
18-01-00 09:00;12.917;11.521;10.088;10.029;9.1298;8.5326;8.4681;8.4548;8.2023;8.0137;7.9446;7.2319;7.0621;5.6146
18-01-00 10:00;12.913;11.514;10.083;10.024;9.1254;8.5289;8.4644;8.4511;8.199;8.0106;7.9416;7.2294;7.0597;5.6133
18-01-00 11:00;12.91;11.508;10.077;10.019;9.1209;8.5249;8.4605;8.4472;8.1955;8.0073;7.9383;7.2267;7.0571;5.6117
18-01-00 12:00;12.906;11.501;10.072;10.013;9.116;8.5207;8.4563;8.443;8.1917;8.0037;7.9348;7.2237;7.0543;5.6098
18-01-00 13:00;12.903;11.494;10.066;10.007;9.1109;8.5162;8.4518;8.4385;8.1876;7.9999;7.9311;7.2205;7.0513;5.6078
18-01-00 14:00;12.899;11.487;10.06;10.001;9.1056;8.5114;8.4471;8.4338;8.1833;7.9958;7.9271;7.217;7.048;5.6055
18-01-00 15:00;12.896;11.48;10.053;9.9945;9.0999;8.5064;8.4421;8.4288;8.1787;7.9915;7.9229;7.2133;7.0444;5.6029
18-01-00 16:00;12.893;11.472;10.047;9.9878;9.094;8.5011;8.4368;8.4235;8.1739;7.987;7.9184;7.2094;7.0406;5.6001
18-01-00 17:00;12.889;11.465;10.04;9.9809;9.0879;8.4955;8.4312;8.4179;8.1688;7.9822;7.9136;7.2052;7.0366;5.5971
18-01-00 18:00;12.886;11.457;10.033;9.9739;9.0815;8.4896;8.4254;8.4121;8.1634;7.9771;7.9086;7.2007;7.0323;5.5939
18-01-00 19:00;12.883;11.449;10.026;9.9667;9.0749;8.4835;8.4194;8.4061;8.1579;7.9718;7.9034;7.196;7.0278;5.5904
18-01-00 20:00;12.88;11.441;10.018;9.9593;9.0682;8.4772;8.4131;8.3998;8.1521;7.9663;7.898;7.1911;7.0231;5.5867
18-01-00 21:00;12.876;11.433;10.011;9.9518;9.0612;8.4707;8.4066;8.3933;8.1461;7.9606;7.8923;7.186;7.0181;5.5828
18-01-00 22:00;12.873;11.425;10.003;9.9441;9.0541;8.4639;8.3999;8.3866;8.1399;7.9546;7.8864;7.1806;7.0129;5.5786
18-01-00 23:00;12.869;11.416;9.9953;9.9362;9.0468;8.457;8.393;8.3796;8.1334;7.9485;7.8804;7.175;7.0075;5.5742
19-01-00 00:00;12.866;11.407;9.9872;9.9281;9.0392;8.4498;8.3858;8.3725;8.1268;7.9422;7.8741;7.1693;7.0019;5.5696
19-01-00 01:00;12.862;11.398;9.9789;9.9198;9.0315;8.4424;8.3785;8.3651;8.12;7.9357;7.8677;7.1633;6.9961;5.5648
19-01-00 02:00;12.859;11.389;9.9705;9.9113;9.0235;8.4349;8.3709;8.3576;8.113;7.9289;7.861;7.1571;6.9902;5.5598
19-01-00 03:00;12.855;11.38;9.9619;9.9027;9.0154;8.4271;8.3631;8.3498;8.1057;7.922;7.8541;7.1507;6.984;5.5546
19-01-00 04:00;12.849;11.371;9.9531;9.8938;9.007;8.4191;8.3552;8.3418;8.0983;7.9149;7.8471;7.1442;6.9776;5.5492
19-01-00 05:00;12.842;11.36;9.9439;9.8846;8.9984;8.4108;8.347;8.3336;8.0907;7.9076;7.8398;7.1374;6.971;5.5437
19-01-00 06:00;12.835;11.348;9.9341;9.8748;8.9895;8.4024;8.3385;8.3252;8.0828;7.9;7.8324;7.1304;6.9642;5.5379
19-01-00 07:00;12.828;11.334;9.9234;9.8641;8.98;8.3936;8.3298;8.3164;8.0747;7.8923;7.8246;7.1232;6.9572;5.5319
19-01-00 08:00;12.821;11.32;9.9119;9.8526;8.9699;8.3844;8.3206;8.3072;8.0662;7.8841;7.8166;7.1158;6.95;5.5257
19-01-00 09:00;12.813;11.304;9.8994;9.8401;8.959;8.3746;8.3109;8.2975;8.0572;7.8756;7.8082;7.108;6.9425;5.5193
19-01-00 10:00;12.805;11.287;9.8859;9.8266;8.9474;8.3643;8.3006;8.2872;8.0477;7.8666;7.7993;7.0999;6.9346;5.5127
19-01-00 11:00;12.798;11.268;9.8714;9.8122;8.935;8.3532;8.2896;8.2763;8.0376;7.8571;7.7899;7.0914;6.9263;5.5059
19-01-00 12:00;12.79;11.249;9.8558;9.7966;8.9217;8.3415;8.278;8.2646;8.0269;7.8469;7.7798;7.0823;6.9176;5.4987
19-01-00 13:00;12.782;11.228;9.8392;9.78;8.9075;8.329;8.2655;8.2522;8.0155;7.8361;7.7692;7.0727;6.9084;5.4912
19-01-00 14:00;12.775;11.206;9.8215;9.7624;8.8924;8.3156;8.2523;8.2389;8.0034;7.8246;7.7579;7.0626;6.8986;5.4834
19-01-00 15:00;12.768;11.183;9.8028;9.7436;8.8763;8.3014;8.2382;8.2249;7.9904;7.8124;7.7458;7.0518;6.8882;5.4751
19-01-00 16:00;12.761;11.161;9.783;9.7239;8.8593;8.2864;8.2232;8.2099;7.9767;7.7994;7.733;7.0403;6.8771;5.4663
19-01-00 17:00;12.754;11.139;9.763;9.7038;8.8415;8.2704;8.2074;8.194;7.9621;7.7857;7.7194;7.0282;6.8655;5.4571
19-01-00 18:00;12.748;11.115;9.7425;9.6832;8.8232;8.2537;8.1907;8.1774;7.9468;7.7712;7.7051;7.0153;6.8531;5.4474
19-01-00 19:00;12.741;11.09;9.7212;9.6619;8.8042;8.2363;8.1734;8.1601;7.9308;7.756;7.6901;7.0018;6.84;5.437
19-01-00 20:00;12.735;11.065;9.699;9.6397;8.7843;8.2182;8.1554;8.1421;7.9142;7.7401;7.6745;6.9876;6.8263;5.4262
19-01-00 21:00;12.728;11.04;9.6755;9.6162;8.7634;8.1993;8.1366;8.1233;7.8968;7.7236;7.6582;6.9728;6.812;5.4147
19-01-00 22:00;12.721;11.013;9.6508;9.5915;8.7414;8.1797;8.1171;8.1037;7.8787;7.7064;7.6412;6.9574;6.797;5.4027
19-01-00 23:00;12.714;10.987;9.6255;9.566;8.7184;8.1591;8.0966;8.0833;7.8598;7.6884;7.6234;6.9412;6.7814;5.3901
20-01-00 00:00;12.707;10.96;9.5997;9.5401;8.6944;8.1377;8.0753;8.062;7.8401;7.6696;7.6049;6.9243;6.7651;5.3769
20-01-00 01:00;12.7;10.934;9.5736;9.5139;8.6693;8.1154;8.0531;8.0397;7.8195;7.65;7.5856;6.9067;6.748;5.363
20-01-00 02:00;12.693;10.907;9.5475;9.4875;8.6438;8.0922;8.03;8.0167;7.7981;7.6296;7.5654;6.8883;6.7302;5.3486
20-01-00 03:00;12.686;10.881;9.5211;9.461;8.6188;8.068;8.0059;7.9927;7.7759;7.6085;7.5445;6.8692;6.7117;5.3335
20-01-00 04:00;12.679;10.854;9.4951;9.4348;8.5948;8.0424;7.9805;7.9673;7.7524;7.5862;7.5226;6.8493;6.6924;5.3178
20-01-00 05:00;12.671;10.828;9.4694;9.409;8.5713;8.0162;7.9544;7.9412;7.7282;7.5631;7.4997;6.8284;6.6722;5.3015
20-01-00 06:00;12.663;10.802;9.4441;9.3836;8.5481;7.9898;7.9279;7.9144;7.7032;7.5392;7.4762;6.8068;6.6512;5.2844
20-01-00 07:00;12.654;10.777;9.4192;9.3585;8.5255;7.9634;7.9008;7.8868;7.6775;7.5147;7.4519;6.7844;6.6295;5.2666
20-01-00 08:00;12.645;10.757;9.3952;9.3344;8.5037;7.9371;7.8735;7.8585;7.6508;7.4893;7.4268;6.7616;6.607;5.248
20-01-00 09:00;12.636;10.735;9.3732;9.3122;8.4839;7.9113;7.8462;7.8298;7.6232;7.463;7.4009;6.7379;6.5839;5.2288
20-01-00 10:00;12.627;10.713;9.3522;9.2912;8.4656;7.886;7.819;7.8008;7.5953;7.4363;7.3745;6.7136;6.56;5.2088
20-01-00 11:00;12.618;10.69;9.3321;9.2711;8.4487;7.8613;7.7919;7.7711;7.5668;7.4091;7.3476;6.6887;6.5355;5.188
20-01-00 12:00;12.61;10.666;9.3125;9.2517;8.433;7.8371;7.7648;7.7406;7.5376;7.3812;7.32;6.6632;6.5104;5.1667
20-01-00 13:00;12.602;10.641;9.2933;9.2328;8.4183;7.8137;7.7377;7.7089;7.5073;7.3523;7.2915;6.6369;6.4846;5.1447
20-01-00 14:00;12.596;10.616;9.2743;9.2142;8.4044;7.7913;7.7108;7.6757;7.4757;7.3222;7.2619;6.6098;6.458;5.1221
20-01-00 15:00;12.59;10.589;9.2555;9.1958;8.3912;7.7699;7.6838;7.6416;7.4432;7.2912;7.2312;6.5816;6.4304;5.0988
20-01-00 16:00;12.585;10.561;9.2369;9.1777;8.3785;7.7489;7.6571;7.6072;7.4101;7.2595;7.1999;6.5527;6.402;5.0749
20-01-00 17:00;12.58;10.532;9.2183;9.1597;8.3662;7.7278;7.6306;7.5725;7.377;7.2277;7.1684;6.5233;6.373;5.0504
20-01-00 18:00;12.575;10.503;9.2001;9.1419;8.3541;7.7069;7.604;7.5377;7.3435;7.1956;7.1366;6.4934;6.3436;5.0252
20-01-00 19:00;12.57;10.475;9.1821;9.1246;8.3423;7.6858;7.577;7.5028;7.31;7.1633;7.1046;6.4633;6.3139;4.9996
20-01-00 20:00;12.564;10.449;9.1645;9.1075;8.3306;7.6645;7.5496;7.4684;7.2767;7.1312;7.0727;6.4329;6.284;4.9734
20-01-00 21:00;12.558;10.424;9.1477;9.0912;8.319;7.6426;7.5218;7.435;7.2443;7.0996;7.0414;6.4027;6.254;4.9467
20-01-00 22:00;12.549;10.401;9.1319;9.0757;8.3075;7.6198;7.4931;7.4029;7.213;7.069;7.0109;6.3729;6.2245;4.9195
20-01-00 23:00;12.537;10.381;9.1172;9.0612;8.2961;7.5959;7.4637;7.3722;7.183;7.0397;6.9817;6.3438;6.1956;4.8918
21-01-00 00:00;12.521;10.364;9.1035;9.0474;8.2846;7.5713;7.4345;7.342;7.1536;7.0111;6.9532;6.3156;6.1676;4.8636
21-01-00 01:00;12.502;10.348;9.0906;9.0343;8.2733;7.5462;7.4062;7.3127;7.125;6.9831;6.9254;6.2882;6.1405;4.8351
21-01-00 02:00;12.481;10.334;9.0783;9.0217;8.262;7.5208;7.3788;7.2847;7.0976;6.9563;6.8986;6.2618;6.1143;4.8065
21-01-00 03:00;12.456;10.321;9.0665;9.0095;8.2505;7.4956;7.352;7.2572;7.0709;6.9303;6.8727;6.2364;6.0892;4.7781
21-01-00 04:00;12.43;10.309;9.055;8.9975;8.2389;7.4709;7.3258;7.2305;7.0449;6.905;6.8475;6.2119;6.065;4.7495
21-01-00 05:00;12.404;10.297;9.0435;8.9853;8.2268;7.4467;7.3002;7.2046;7.0197;6.8806;6.8232;6.1883;6.0418;4.7209
21-01-00 06:00;12.378;10.285;9.0316;8.9727;8.2139;7.4232;7.2753;7.1796;6.9954;6.8569;6.7997;6.1657;6.0196;4.6923
21-01-00 07:00;12.35;10.275;9.0193;8.9595;8.2004;7.3999;7.2509;7.1551;6.9717;6.8341;6.7769;6.1441;5.9984;4.6641
21-01-00 08:00;12.322;10.265;9.0067;8.9459;8.1869;7.3766;7.2265;7.131;6.9485;6.8117;6.7547;6.1233;5.9781;4.6364
21-01-00 09:00;12.292;10.256;8.9939;8.9317;8.1731;7.3532;7.2022;7.1072;6.9256;6.7897;6.7329;6.1031;5.9585;4.6091
21-01-00 10:00;12.262;10.247;8.9807;8.9171;8.1591;7.3298;7.1778;7.0836;6.9031;6.768;6.7114;6.0835;5.9395;4.5825
21-01-00 11:00;12.232;10.239;8.9673;8.9021;8.1448;7.3061;7.1534;7.0603;6.8808;6.7466;6.6903;6.0643;5.9209;4.5564
21-01-00 12:00;12.203;10.232;8.954;8.8868;8.1303;7.2822;7.129;7.0366;6.8584;6.7254;6.6693;6.0456;5.9028;4.5305
21-01-00 13:00;12.174;10.225;8.9407;8.8713;8.1156;7.2586;7.1051;7.0122;6.8353;6.7035;6.6477;6.0269;5.8848;4.5049
21-01-00 14:00;12.146;10.218;8.9275;8.8557;8.1011;7.2353;7.0814;6.9878;6.8122;6.6816;6.6261;6.0081;5.8668;4.4795
21-01-00 15:00;12.118;10.211;8.9145;8.84;8.0866;7.2125;7.0575;6.9632;6.789;6.6595;6.6043;5.9893;5.8488;4.4544
21-01-00 16:00;12.092;10.205;8.9015;8.8241;8.0723;7.1899;7.0338;6.9389;6.766;6.6376;6.5827;5.9705;5.8307;4.4296
21-01-00 17:00;12.066;10.199;8.8888;8.8085;8.058;7.1675;7.0103;6.9147;6.7431;6.6158;6.5612;5.9517;5.8128;4.405
21-01-00 18:00;12.042;10.193;8.8763;8.7934;8.0438;7.1454;6.987;6.8908;6.7204;6.5943;6.54;5.9331;5.7949;4.3808
21-01-00 19:00;12.018;10.188;8.8643;8.7788;8.0292;7.1234;6.9638;6.867;6.6979;6.5729;6.5189;5.9146;5.7771;4.3571
21-01-00 20:00;11.995;10.183;8.8526;8.7647;8.0145;7.1013;6.9406;6.8432;6.6754;6.5515;6.4979;5.896;5.7592;4.3345
21-01-00 21:00;11.974;10.178;8.8413;8.7512;7.9998;7.0794;6.9175;6.8195;6.653;6.5301;6.4769;5.8773;5.7411;4.3126
21-01-00 22:00;11.954;10.173;8.8303;8.7381;7.9851;7.0575;6.8944;6.7958;6.6305;6.5087;6.4558;5.8583;5.7227;4.2906
21-01-00 23:00;11.936;10.169;8.8197;8.7256;7.9704;7.0357;6.8716;6.7722;6.6081;6.4873;6.4347;5.8392;5.7042;4.2685
22-01-00 00:00;11.919;10.164;8.8096;8.7136;7.9562;7.0141;6.8489;6.7487;6.5858;6.466;6.4138;5.8201;5.6856;4.2462
22-01-00 01:00;11.904;10.16;8.7999;8.7023;7.9425;6.9926;6.8263;6.7254;6.5636;6.4448;6.3929;5.8011;5.6672;4.2237
22-01-00 02:00;11.891;10.156;8.7907;8.6917;7.9296;6.9714;6.8039;6.7023;6.5415;6.4237;6.3721;5.7822;5.6489;4.2011
22-01-00 03:00;11.879;10.153;8.782;8.6818;7.9174;6.9503;6.7818;6.6794;6.5197;6.4029;6.3515;5.7635;5.6309;4.1786
22-01-00 04:00;11.869;10.149;8.774;8.6727;7.906;6.9296;6.7598;6.6567;6.498;6.3822;6.3311;5.7451;5.613;4.1562
22-01-00 05:00;11.86;10.146;8.7664;8.6642;7.8953;6.9092;6.7382;6.6343;6.4767;6.3619;6.311;5.7268;5.5954;4.1341
22-01-00 06:00;11.852;10.143;8.7595;8.6565;7.8854;6.8893;6.717;6.6123;6.4557;6.3418;6.2913;5.7087;5.578;4.1121
22-01-00 07:00;11.845;10.14;8.7531;8.6495;7.8763;6.8699;6.6963;6.5907;6.435;6.322;6.2717;5.6909;5.5608;4.0903
22-01-00 08:00;11.838;10.138;8.7472;8.643;7.8679;6.851;6.6761;6.5697;6.4148;6.3026;6.2526;5.6734;5.544;4.0686
22-01-00 09:00;11.832;10.135;8.7417;8.6372;7.8602;6.8325;6.6564;6.5493;6.395;6.2837;6.2338;5.6562;5.5274;4.0474
22-01-00 10:00;11.826;10.133;8.7367;8.6318;7.853;6.8146;6.6375;6.5296;6.3759;6.2653;6.2156;5.6393;5.5111;4.0267
22-01-00 11:00;11.82;10.13;8.7321;8.6269;7.8462;6.7965;6.6203;6.5117;6.3583;6.2482;6.1986;5.6231;5.4954;4.0064
22-01-00 12:00;11.814;10.128;8.7277;8.6223;7.8397;6.7789;6.6035;6.4942;6.3413;6.2317;6.1823;5.6075;5.4803;3.9865
22-01-00 13:00;11.808;10.126;8.7236;8.6179;7.8333;6.7618;6.5872;6.4772;6.3247;6.2157;6.1664;5.5925;5.4658;3.9674
22-01-00 14:00;11.802;10.124;8.7197;8.6139;7.8272;6.7454;6.5713;6.4607;6.3085;6.2001;6.151;5.578;5.4518;3.9492
22-01-00 15:00;11.796;10.122;8.7159;8.61;7.8213;6.7296;6.5559;6.4448;6.2928;6.185;6.136;5.564;5.4382;3.9317
22-01-00 16:00;11.79;10.12;8.7123;8.6062;7.8156;6.7144;6.5411;6.4293;6.2775;6.1702;6.1214;5.5503;5.425;3.9151
22-01-00 17:00;11.784;10.118;8.7088;8.6027;7.8102;6.6999;6.5267;6.4144;6.2626;6.1558;6.1073;5.537;5.4122;3.8992
22-01-00 18:00;11.778;10.116;8.7054;8.5992;7.805;6.686;6.5129;6.4;6.2481;6.1418;6.0935;5.5241;5.3997;3.8841
22-01-00 19:00;11.772;10.114;8.702;8.5958;7.7999;6.6726;6.4996;6.3862;6.2339;6.1281;6.0801;5.5115;5.3876;3.8696
22-01-00 20:00;11.766;10.112;8.6988;8.5926;7.7951;6.6599;6.4867;6.3728;6.2201;6.1148;6.067;5.4993;5.3758;3.8559
22-01-00 21:00;11.759;10.11;8.6955;8.5893;7.7904;6.6477;6.4744;6.36;6.2066;6.1018;6.0543;5.4874;5.3644;3.8427
22-01-00 22:00;11.752;10.108;8.6923;8.5862;7.7858;6.636;6.4624;6.3475;6.1935;6.0891;6.0419;5.4759;5.3533;3.8302
22-01-00 23:00;11.745;10.106;8.6891;8.583;7.7814;6.6248;6.4509;6.3355;6.1808;6.0769;6.0298;5.4647;5.3425;3.8183
23-01-00 00:00;11.739;10.104;8.6858;8.5798;7.777;6.6139;6.4397;6.3239;6.1684;6.0649;6.0181;5.4539;5.332;3.807
23-01-00 01:00;11.732;10.102;8.6825;8.5766;7.7726;6.6034;6.4288;6.3125;6.1564;6.0533;6.0067;5.4433;5.3219;3.7964
23-01-00 02:00;11.724;10.1;8.6793;8.5735;7.7683;6.5932;6.4181;6.3015;6.1446;6.042;5.9956;5.4331;5.312;3.7864
23-01-00 03:00;11.717;10.098;8.676;8.5703;7.764;6.5833;6.4078;6.2907;6.1331;6.0309;5.9848;5.423;5.3023;3.7771
23-01-00 04:00;11.709;10.095;8.6726;8.5671;7.7598;6.5738;6.3977;6.2802;6.1219;6.02;5.9742;5.4132;5.2929;3.7685
23-01-00 05:00;11.701;10.093;8.6693;8.564;7.7555;6.5645;6.3879;6.2701;6.1109;6.0094;5.9638;5.4037;5.2836;3.7606
23-01-00 06:00;11.693;10.09;8.6659;8.5608;7.7512;6.5554;6.3783;6.2601;6.1001;5.999;5.9536;5.3943;5.2746;3.7532
23-01-00 07:00;11.685;10.088;8.6624;8.5575;7.7468;6.5466;6.369;6.2504;6.0894;5.9888;5.9435;5.385;5.2657;3.7463
23-01-00 08:00;11.678;10.085;8.6588;8.5542;7.7424;6.5378;6.3598;6.2408;6.079;5.9787;5.9337;5.376;5.2569;3.7398
23-01-00 09:00;11.67;10.083;8.6552;8.5509;7.738;6.5293;6.3508;6.2315;6.0687;5.9688;5.924;5.3671;5.2483;3.7337
23-01-00 10:00;11.662;10.08;8.6516;8.5475;7.7335;6.5208;6.3419;6.2223;6.0585;5.9589;5.9144;5.3582;5.2398;3.7279
23-01-00 11:00;11.654;10.077;8.6479;8.5441;7.7289;6.5125;6.3331;6.2132;6.0484;5.9492;5.9049;5.3495;5.2314;3.7225
23-01-00 12:00;11.647;10.075;8.6442;8.5406;7.7242;6.5043;6.3245;6.2043;6.0383;5.9396;5.8955;5.3408;5.2231;3.7174
23-01-00 13:00;11.639;10.072;8.6404;8.5371;7.7196;6.4962;6.316;6.1954;6.0283;5.9299;5.8861;5.3322;5.2149;3.7124
23-01-00 14:00;11.631;10.069;8.6367;8.5336;7.7148;6.4882;6.3076;6.1867;6.0183;5.9204;5.8767;5.3236;5.2067;3.7076
23-01-00 15:00;11.623;10.066;8.6329;8.5301;7.7101;6.4803;6.2993;6.1781;6.0084;5.9108;5.8674;5.315;5.1985;3.7029
23-01-00 16:00;11.614;10.063;8.6291;8.5265;7.7053;6.4726;6.2911;6.1697;5.9985;5.9013;5.8581;5.3065;5.1904;3.6983
23-01-00 17:00;11.604;10.06;8.6252;8.5229;7.7004;6.465;6.283;6.1613;5.9885;5.8918;5.8489;5.298;5.1823;3.6938
23-01-00 18:00;11.591;10.057;8.6213;8.5192;7.6955;6.4576;6.275;6.1531;5.9786;5.8823;5.8396;5.2896;5.1742;3.6894
23-01-00 19:00;11.577;10.053;8.6172;8.5154;7.6904;6.4504;6.2672;6.1451;5.9686;5.8728;5.8303;5.2812;5.1662;3.6851
23-01-00 20:00;11.563;10.049;8.6128;8.5114;7.6851;6.4433;6.2594;6.1371;5.9586;5.8632;5.821;5.2728;5.1582;3.6809
23-01-00 21:00;11.549;10.045;8.6082;8.5071;7.6795;6.4364;6.2518;6.1293;5.9486;5.8537;5.8116;5.2644;5.1503;3.6767
