Time [yyyy-MM-dd HH:mm:ss];Water level at (IJssel02_B_B_A_ 3217_346) [m AD];Water level at (IJssel03_A_ 1522_164) [m AD];Water level at (IJssel03_B_A_ 12530_57) [m AD];Water level at (IJssel03_B_B_A_ 491_564) [m AD];Water level at (IJssel03_B_B_B_A_ 7027_466) [m AD];Water level at (IJssel05_A_ 3094_672) [m AD];Water level at (IJssel06_A_ 1402_453) [m AD];Water level at (IJssel06_B_A_ 729_084) [m AD];Water level at (IJssel06_B_B_A_ 2698_613) [m AD];Water level at (IJssel06_B_B_B_A_ 2605_797) [m AD];Water level at (IJssel06_B_B_B_B_A_ 957_632) [m AD];Water level at (IJssel07_A_ 655_737) [m AD];Water level at (IJssel07_B_A_ 2728_796) [m AD];Water level at (IJssel09_A_ 3283_163) [m AD]
23-01-00 22:00;11.536;10.04;8.6034;8.5026;7.6735;6.4295;6.2442;6.1216;5.9385;5.844;5.8022;5.256;5.1423;3.6725
23-01-00 23:00;11.523;10.035;8.5983;8.4979;7.6673;6.4227;6.2367;6.1139;5.9283;5.8343;5.7928;5.2476;5.1344;3.6684
24-01-00 00:00;11.512;10.031;8.5932;8.4931;7.6607;6.416;6.2291;6.1061;5.918;5.8245;5.7832;5.2393;5.1265;3.6643
24-01-00 01:00;11.5;10.026;8.588;8.4883;7.6538;6.4092;6.2214;6.0983;5.9077;5.8147;5.7737;5.2309;5.1186;3.6602
24-01-00 02:00;11.49;10.022;8.5829;8.4835;7.6468;6.4024;6.2137;6.0905;5.8972;5.8047;5.7641;5.2226;5.1106;3.6562
24-01-00 03:00;11.479;10.018;8.5779;8.4788;7.6396;6.3957;6.206;6.0827;5.8865;5.7946;5.7542;5.2142;5.1027;3.6522
24-01-00 04:00;11.468;10.013;8.573;8.4742;7.6324;6.389;6.1984;6.075;5.8758;5.7843;5.7443;5.2059;5.0947;3.6482
24-01-00 05:00;11.458;10.009;8.5683;8.4698;7.6252;6.3825;6.1908;6.0673;5.8649;5.7741;5.7344;5.1977;5.0866;3.6441
24-01-00 06:00;11.447;10.004;8.5637;8.4655;7.6181;6.3761;6.1834;6.0598;5.854;5.7638;5.7244;5.1895;5.0785;3.6401
24-01-00 07:00;11.437;9.9993;8.5593;8.4612;7.611;6.37;6.1761;6.0525;5.8432;5.7536;5.7145;5.1813;5.0705;3.636
24-01-00 08:00;11.426;9.9943;8.5549;8.4571;7.6039;6.364;6.1691;6.0454;5.8326;5.7435;5.7047;5.1733;5.0624;3.6319
24-01-00 09:00;11.415;9.9891;8.5506;8.4531;7.5969;6.3583;6.1622;6.0385;5.8221;5.7335;5.6951;5.1653;5.0544;3.6277
24-01-00 10:00;11.404;9.9839;8.5464;8.449;7.5901;6.3528;6.1556;6.0318;5.8118;5.7238;5.6857;5.1575;5.0464;3.6236
24-01-00 11:00;11.393;9.9786;8.5421;8.445;7.5834;6.3474;6.1491;6.0253;5.8017;5.7143;5.6765;5.1499;5.0385;3.6194
24-01-00 12:00;11.382;9.9732;8.5379;8.441;7.5768;6.3423;6.1428;6.019;5.7919;5.705;5.6676;5.1424;5.0308;3.6151
24-01-00 13:00;11.371;9.9677;8.5336;8.437;7.5703;6.3373;6.1366;6.0128;5.7823;5.6959;5.6588;5.1352;5.0232;3.6108
24-01-00 14:00;11.359;9.962;8.5294;8.433;7.5639;6.3324;6.1307;6.0069;5.7729;5.6871;5.6503;5.1282;5.0158;3.6064
24-01-00 15:00;11.347;9.9563;8.5251;8.4291;7.5575;6.3277;6.1248;6.001;5.7638;5.6786;5.6421;5.1214;5.0085;3.602
24-01-00 16:00;11.335;9.9504;8.5209;8.4251;7.5512;6.3232;6.1191;5.9953;5.755;5.6703;5.6341;5.1149;5.0015;3.5974
24-01-00 17:00;11.323;9.9444;8.5166;8.4211;7.5449;6.3187;6.1135;5.9898;5.7464;5.6622;5.6264;5.1086;4.9946;3.5928
24-01-00 18:00;11.311;9.9382;8.5123;8.417;7.5386;6.3144;6.1081;5.9845;5.7381;5.6543;5.6188;5.1026;4.9879;3.5881
24-01-00 19:00;11.298;9.9319;8.5079;8.4129;7.5324;6.3102;6.1029;5.9793;5.73;5.6466;5.6115;5.0967;4.9814;3.5833
24-01-00 20:00;11.285;9.9254;8.5035;8.4089;7.5262;6.3062;6.0978;5.9743;5.722;5.6392;5.6043;5.0911;4.975;3.5784
24-01-00 21:00;11.271;9.9187;8.4991;8.4047;7.52;6.3022;6.0928;5.9694;5.7142;5.6319;5.5974;5.0857;4.9688;3.5734
24-01-00 22:00;11.258;9.9118;8.4946;8.4005;7.5138;6.2984;6.088;5.9647;5.7067;5.6248;5.5906;5.0804;4.9626;3.5682
24-01-00 23:00;11.244;9.9047;8.4901;8.3963;7.5077;6.2947;6.0832;5.9601;5.6993;5.6178;5.584;5.0754;4.9566;3.563
25-01-00 00:00;11.23;9.8974;8.4855;8.392;7.5015;6.291;6.0786;5.9556;5.6922;5.6111;5.5775;5.0705;4.9507;3.5576
25-01-00 01:00;11.216;9.89;8.4808;8.3876;7.4954;6.2874;6.0741;5.9512;5.6852;5.6044;5.5712;5.0657;4.9449;3.5521
25-01-00 02:00;11.202;9.8823;8.4761;8.3832;7.4893;6.2839;6.0696;5.9469;5.6784;5.598;5.5651;5.0611;4.9392;3.5464
25-01-00 03:00;11.188;9.8744;8.4713;8.3787;7.4832;6.2805;6.0652;5.9427;5.6718;5.5917;5.5591;5.0567;4.9336;3.5406
25-01-00 04:00;11.174;9.8664;8.4665;8.3742;7.4771;6.2771;6.061;5.9386;5.6653;5.5855;5.5532;5.0524;4.9281;3.5346
25-01-00 05:00;11.159;9.8582;8.4616;8.3696;7.471;6.2738;6.0568;5.9346;5.659;5.5794;5.5474;5.0483;4.9227;3.5284
25-01-00 06:00;11.145;9.8498;8.4566;8.3649;7.4648;6.2706;6.0527;5.9307;5.6528;5.5734;5.5418;5.0443;4.9174;3.5222
25-01-00 07:00;11.131;9.8413;8.4515;8.3601;7.4587;6.2675;6.0487;5.9268;5.6467;5.5676;5.5362;5.0404;4.9122;3.5159
25-01-00 08:00;11.117;9.8327;8.4463;8.3553;7.4525;6.2644;6.0447;5.9231;5.6408;5.5618;5.5308;5.0367;4.9071;3.5095
25-01-00 09:00;11.102;9.8241;8.441;8.3503;7.4462;6.2615;6.0407;5.9193;5.6349;5.5562;5.5255;5.033;4.9019;3.5031
25-01-00 10:00;11.088;9.8154;8.4356;8.3452;7.4399;6.2588;6.0368;5.9156;5.6292;5.5506;5.5202;5.0294;4.8968;3.4966
25-01-00 11:00;11.074;9.8067;8.4301;8.34;7.4335;6.2566;6.0329;5.912;5.6235;5.5451;5.515;5.026;4.8918;3.4902
25-01-00 12:00;11.061;9.798;8.4244;8.3347;7.4271;6.2566;6.0288;5.9082;5.6179;5.5395;5.5097;5.0226;4.8869;3.4836
25-01-00 13:00;11.047;9.7895;8.4187;8.3293;7.42;6.3033;6.0164;5.8969;5.6076;5.5319;5.5031;5.0192;4.8819;3.4771
25-01-00 14:00;11.033;9.7811;8.4127;8.3236;7.4118;6.2964;6.0178;5.8979;5.6021;5.5239;5.495;5.0145;4.8753;3.4704
25-01-00 15:00;11.02;9.7726;8.4065;8.3177;7.4061;6.2943;6.015;5.8953;5.5979;5.5194;5.4908;5.0112;4.8699;3.4635
25-01-00 16:00;11.007;9.7642;8.4004;8.3119;7.4001;6.2918;6.0121;5.8926;5.5938;5.5153;5.4868;5.0084;4.8652;3.4562
25-01-00 17:00;10.994;9.7559;8.3942;8.3061;7.394;6.289;6.009;5.8898;5.5897;5.5111;5.4828;5.0058;4.8608;3.4488
25-01-00 18:00;10.981;9.7477;8.388;8.3001;7.3877;6.2861;6.0058;5.8868;5.5854;5.5067;5.4787;5.0033;4.8565;3.4415
25-01-00 19:00;10.968;9.7396;8.3816;8.2941;7.3814;6.2832;6.0024;5.8838;5.5812;5.5023;5.4746;5.0007;4.8522;3.4343
25-01-00 20:00;10.956;9.7317;8.3751;8.2879;7.375;6.2801;5.999;5.8807;5.5768;5.4978;5.4703;4.9982;4.8478;3.4271
25-01-00 21:00;10.944;9.7238;8.3685;8.2816;7.3686;6.277;5.9956;5.8776;5.5725;5.4933;5.4661;4.9956;4.8435;3.42
25-01-00 22:00;10.932;9.716;8.3618;8.2752;7.3621;6.2739;5.9921;5.8744;5.5682;5.4887;5.4618;4.993;4.8392;3.4128
25-01-00 23:00;10.92;9.7084;8.355;8.2687;7.3556;6.2707;5.9886;5.8712;5.5639;5.4841;5.4575;4.9905;4.8348;3.4057
26-01-00 00:00;10.908;9.7009;8.3482;8.2621;7.3491;6.2675;5.985;5.8679;5.5597;5.4795;5.4531;4.9879;4.8304;3.3985
26-01-00 01:00;10.897;9.6936;8.3411;8.2554;7.3426;6.2643;5.9814;5.8647;5.5555;5.4749;5.4488;4.9854;4.826;3.3913
26-01-00 02:00;10.885;9.6863;8.334;8.2485;7.3361;6.2611;5.9776;5.8613;5.5513;5.4704;5.4445;4.9828;4.8215;3.384
26-01-00 03:00;10.874;9.6792;8.3267;8.2416;7.3296;6.2578;5.9739;5.8579;5.5473;5.4659;5.4403;4.9803;4.817;3.3767
26-01-00 04:00;10.862;9.6721;8.3193;8.2344;7.323;6.2545;5.9701;5.8544;5.5432;5.4614;5.436;4.9778;4.8125;3.3694
26-01-00 05:00;10.851;9.6652;8.3118;8.2272;7.3164;6.2511;5.9663;5.851;5.5393;5.4569;5.4318;4.9752;4.8079;3.362
26-01-00 06:00;10.84;9.6585;8.3042;8.2199;7.3099;6.2478;5.9625;5.8475;5.5353;5.4524;5.4276;4.9726;4.8032;3.3547
26-01-00 07:00;10.829;9.6518;8.2966;8.2125;7.3033;6.2444;5.9586;5.844;5.5314;5.4479;5.4234;4.9701;4.7984;3.3473
26-01-00 08:00;10.819;9.6453;8.2888;8.205;7.2968;6.2411;5.9548;5.8406;5.5276;5.4435;5.4192;4.9674;4.7935;3.34
26-01-00 09:00;10.808;9.6389;8.281;8.1974;7.2904;6.2377;5.9509;5.8371;5.5238;5.439;5.415;4.9648;4.7885;3.3326
26-01-00 10:00;10.798;9.6326;8.2732;8.1898;7.284;6.2343;5.9471;5.8336;5.5201;5.4346;5.4108;4.9621;4.7834;3.3253
26-01-00 11:00;10.789;9.6265;8.2654;8.1823;7.2777;6.231;5.9433;5.8301;5.5164;5.4301;5.4066;4.9594;4.7782;3.318
26-01-00 12:00;10.779;9.6206;8.2577;8.1748;7.2715;6.2277;5.9395;5.8267;5.5127;5.4256;5.4023;4.9566;4.7728;3.3108
26-01-00 13:00;10.77;9.6148;8.2501;8.1674;7.2653;6.2243;5.9357;5.8233;5.5091;5.4212;5.3981;4.9538;4.7673;3.3036
26-01-00 14:00;10.761;9.6092;8.2426;8.1602;7.2591;6.221;5.932;5.82;5.5055;5.4167;5.3939;4.951;4.7618;3.2964
26-01-00 15:00;10.752;9.6037;8.2352;8.153;7.2531;6.2178;5.9283;5.8166;5.502;5.4122;5.3897;4.9482;4.7562;3.2892
26-01-00 16:00;10.743;9.5983;8.2279;8.146;7.2471;6.2145;5.9246;5.8133;5.4985;5.4078;5.3855;4.9453;4.7505;3.282
26-01-00 17:00;10.735;9.5931;8.2208;8.1391;7.2412;6.2113;5.921;5.8101;5.4951;5.4033;5.3813;4.9424;4.7448;3.2748
26-01-00 18:00;10.726;9.588;8.2138;8.1323;7.2354;6.2081;5.9175;5.8069;5.4917;5.3989;5.3771;4.9394;4.739;3.2677
26-01-00 19:00;10.718;9.583;8.2069;8.1257;7.2297;6.2049;5.914;5.8037;5.4884;5.3946;5.373;4.9365;4.7331;3.2606
26-01-00 20:00;10.709;9.5781;8.2002;8.1193;7.2241;6.2018;5.9105;5.8006;5.4852;5.3903;5.3688;4.9335;4.7272;3.2535
26-01-00 21:00;10.701;9.5733;8.1936;8.1129;7.2186;6.1988;5.9071;5.7976;5.482;5.386;5.3648;4.9305;4.7212;3.2465
26-01-00 22:00;10.693;9.5686;8.1872;8.1067;7.2132;6.1957;5.9037;5.7946;5.4788;5.3817;5.3607;4.9275;4.7151;3.2394
26-01-00 23:00;10.685;9.564;8.1808;8.1006;7.2079;6.1928;5.9004;5.7916;5.4757;5.3775;5.3567;4.9244;4.7089;3.2325
27-01-00 00:00;10.676;9.5594;8.1746;8.0946;7.2027;6.1898;5.8972;5.7887;5.4727;5.3733;5.3527;4.9213;4.7026;3.2256
27-01-00 01:00;10.668;9.5549;8.1685;8.0887;7.1976;6.1869;5.894;5.7859;5.4697;5.3691;5.3487;4.9181;4.6962;3.2188
27-01-00 02:00;10.66;9.5505;8.1624;8.0829;7.1926;6.1841;5.8909;5.783;5.4667;5.365;5.3448;4.9149;4.6898;3.2121
27-01-00 03:00;10.652;9.5461;8.1565;8.0772;7.1876;6.1813;5.8878;5.7803;5.4638;5.3608;5.3409;4.9116;4.6831;3.2055
27-01-00 04:00;10.644;9.5418;8.1506;8.0715;7.1828;6.1785;5.8847;5.7775;5.461;5.3568;5.337;4.9083;4.6765;3.1991
27-01-00 05:00;10.637;9.5375;8.1448;8.066;7.1779;6.1758;5.8817;5.7748;5.4581;5.3527;5.3331;4.905;4.6698;3.1927
27-01-00 06:00;10.629;9.5333;8.1392;8.0605;7.1732;6.1731;5.8787;5.7722;5.4554;5.3487;5.3293;4.9016;4.6631;3.1865
27-01-00 07:00;10.622;9.5292;8.1335;8.0552;7.1685;6.1704;5.8758;5.7695;5.4526;5.3446;5.3254;4.8982;4.6564;3.1803
27-01-00 08:00;10.615;9.5252;8.128;8.0499;7.1639;6.1677;5.8729;5.7669;5.4499;5.3406;5.3216;4.8948;4.6497;3.1743
27-01-00 09:00;10.607;9.5212;8.1226;8.0447;7.1593;6.1651;5.87;5.7644;5.4473;5.3367;5.3178;4.8913;4.643;3.1683
27-01-00 10:00;10.599;9.5173;8.1173;8.0396;7.1548;6.1625;5.8672;5.7619;5.4446;5.3327;5.3141;4.8878;4.6363;3.1625
27-01-00 11:00;10.591;9.5133;8.112;8.0346;7.1504;6.1599;5.8644;5.7594;5.4421;5.3288;5.3103;4.8842;4.6296;3.1567
27-01-00 12:00;10.583;9.5093;8.1068;8.0296;7.146;6.1574;5.8616;5.7569;5.4395;5.3249;5.3066;4.8806;4.6229;3.1511
27-01-00 13:00;10.575;9.5054;8.1016;8.0246;7.1417;6.1549;5.8589;5.7545;5.437;5.321;5.3028;4.8769;4.6162;3.1456
27-01-00 14:00;10.568;9.5015;8.0965;8.0197;7.1374;6.1524;5.8562;5.7521;5.4346;5.3171;5.2991;4.8732;4.6095;3.1402
27-01-00 15:00;10.56;9.4975;8.0914;8.0149;7.1331;6.1499;5.8536;5.7498;5.4321;5.3132;5.2953;4.8694;4.6028;3.1348
27-01-00 16:00;10.552;9.4936;8.0863;8.0101;7.1289;6.1474;5.851;5.7474;5.4298;5.3094;5.2917;4.8656;4.5961;3.1296
27-01-00 17:00;10.544;9.4897;8.0813;8.0053;7.1247;6.145;5.8483;5.7451;5.4274;5.3055;5.288;4.8617;4.5896;3.1245
27-01-00 18:00;10.536;9.4858;8.0763;8.0005;7.1206;6.1426;5.8458;5.7428;5.4251;5.3017;5.2843;4.8578;4.5831;3.1195
27-01-00 19:00;10.528;9.4818;8.0713;7.9957;7.1164;6.1401;5.8432;5.7405;5.4228;5.2979;5.2807;4.8539;4.5767;3.1145
27-01-00 20:00;10.52;9.4779;8.0663;7.991;7.1123;6.1377;5.8407;5.7382;5.4205;5.2941;5.277;4.8499;4.5704;3.1096
27-01-00 21:00;10.512;9.4739;8.0613;7.9863;7.1082;6.1353;5.8381;5.736;5.4183;5.2902;5.2733;4.8458;4.5642;3.1048
27-01-00 22:00;10.503;9.4699;8.0563;7.9816;7.104;6.133;5.8356;5.7338;5.4161;5.2864;5.2697;4.8417;4.5581;3.1
27-01-00 23:00;10.495;9.4659;8.0514;7.9768;7.0999;6.1306;5.8331;5.7315;5.4139;5.2826;5.266;4.8375;4.552;3.0953
28-01-00 00:00;10.487;9.4618;8.0464;7.9721;7.0958;6.1282;5.8306;5.7293;5.4117;5.2788;5.2623;4.8333;4.5459;3.0907
28-01-00 01:00;10.478;9.4577;8.0414;7.9674;7.0917;6.1258;5.8281;5.7271;5.4095;5.275;5.2587;4.829;4.5399;3.0861
28-01-00 02:00;10.47;9.4536;8.0365;7.9627;7.0876;6.1234;5.8256;5.7249;5.4073;5.2712;5.255;4.8247;4.5339;3.0815
28-01-00 03:00;10.461;9.4494;8.0315;7.958;7.0834;6.121;5.8231;5.7227;5.4051;5.2673;5.2513;4.8204;4.528;3.077
28-01-00 04:00;10.452;9.4452;8.0264;7.9532;7.0793;6.1186;5.8206;5.7205;5.403;5.2635;5.2477;4.816;4.5221;3.0725
28-01-00 05:00;10.443;9.441;8.0214;7.9484;7.0751;6.1162;5.8182;5.7182;5.4008;5.2597;5.244;4.8116;4.5163;3.068
28-01-00 06:00;10.434;9.4367;8.0163;7.9436;7.0709;6.1138;5.8157;5.716;5.3986;5.2559;5.2403;4.8071;4.5105;3.0636
28-01-00 07:00;10.425;9.4323;8.0112;7.9387;7.0667;6.1113;5.8132;5.7138;5.3965;5.2521;5.2367;4.8026;4.5047;3.0591
28-01-00 08:00;10.416;9.4279;8.006;7.9338;7.0625;6.1089;5.8106;5.7116;5.3943;5.2482;5.233;4.798;4.499;3.0547
28-01-00 09:00;10.407;9.4234;8.0009;7.9288;7.0583;6.1064;5.8081;5.7093;5.3922;5.2444;5.2293;4.7934;4.4932;3.0504
28-01-00 10:00;10.398;9.4189;7.9957;7.9238;7.054;6.1039;5.8056;5.7071;5.39;5.2405;5.2255;4.7887;4.4875;3.046
28-01-00 11:00;10.389;9.4143;7.9904;7.9188;7.0497;6.1014;5.803;5.7048;5.3879;5.2366;5.2218;4.7839;4.4819;3.0417
28-01-00 12:00;10.379;9.4096;7.9851;7.9137;7.0455;6.0989;5.8005;5.7026;5.3857;5.2327;5.218;4.7791;4.4762;3.0373
28-01-00 13:00;10.37;9.405;7.9797;7.9086;7.0412;6.0963;5.7979;5.7003;5.3835;5.2288;5.2143;4.7743;4.4705;3.033
28-01-00 14:00;10.361;9.4002;7.9743;7.9034;7.0368;6.0938;5.7953;5.698;5.3814;5.2249;5.2105;4.7694;4.4648;3.0287
28-01-00 15:00;10.352;9.3954;7.9687;7.8981;7.0325;6.0912;5.7927;5.6957;5.3792;5.221;5.2067;4.7645;4.459;3.0244
28-01-00 16:00;10.343;9.3906;7.9632;7.8927;7.0281;6.0886;5.7901;5.6933;5.377;5.2171;5.203;4.7596;4.4533;3.0201
28-01-00 17:00;10.334;9.3858;7.9575;7.8873;7.0237;6.086;5.7875;5.691;5.3749;5.2132;5.1992;4.7547;4.4475;3.0158
28-01-00 18:00;10.325;9.381;7.9519;7.8819;7.0192;6.0833;5.7848;5.6887;5.3727;5.2093;5.1955;4.7497;4.4417;3.0115
28-01-00 19:00;10.316;9.3761;7.9462;7.8764;7.0148;6.0806;5.7822;5.6863;5.3705;5.2054;5.1917;4.7448;4.4359;3.0071
28-01-00 20:00;10.307;9.3713;7.9404;7.8709;7.0103;6.0779;5.7795;5.6839;5.3683;5.2015;5.1879;4.7399;4.4301;3.0027
28-01-00 21:00;10.299;9.3664;7.9346;7.8653;7.0058;6.0752;5.7768;5.6815;5.3661;5.1975;5.1841;4.7349;4.4243;2.9983
28-01-00 22:00;10.29;9.3616;7.9288;7.8597;7.0013;6.0724;5.7741;5.6791;5.3639;5.1936;5.1803;4.73;4.4185;2.9939
28-01-00 23:00;10.281;9.3568;7.9229;7.854;6.9968;6.0697;5.7714;5.6767;5.3617;5.1896;5.1765;4.725;4.4127;2.9894
29-01-00 00:00;10.273;9.352;7.917;7.8483;6.9923;6.0669;5.7686;5.6742;5.3595;5.1856;5.1727;4.7201;4.407;2.9849
29-01-00 01:00;10.265;9.3472;7.9111;7.8426;6.9878;6.064;5.7659;5.6718;5.3573;5.1817;5.1688;4.7151;4.4012;2.9803
29-01-00 02:00;10.257;9.3424;7.9052;7.8369;6.9833;6.0612;5.7631;5.6693;5.3551;5.1777;5.165;4.7101;4.3954;2.9758
29-01-00 03:00;10.249;9.3377;7.8993;7.8312;6.9788;6.0584;5.7603;5.6668;5.3529;5.1737;5.1612;4.705;4.3897;2.9711
29-01-00 04:00;10.241;9.333;7.8934;7.8255;6.9743;6.0555;5.7576;5.6643;5.3507;5.1698;5.1574;4.6999;4.3839;2.9665
29-01-00 05:00;10.233;9.3283;7.8875;7.8198;6.9698;6.0526;5.7548;5.6618;5.3485;5.1659;5.1536;4.6949;4.3782;2.9618
29-01-00 06:00;10.225;9.3237;7.8816;7.8141;6.9653;6.0497;5.752;5.6593;5.3462;5.162;5.1499;4.6898;4.3724;2.9571
29-01-00 07:00;10.217;9.3191;7.8758;7.8085;6.9608;6.0468;5.7492;5.6568;5.344;5.1582;5.1462;4.6846;4.3667;2.9523
29-01-00 08:00;10.21;9.3145;7.87;7.803;6.9562;6.0439;5.7464;5.6543;5.3418;5.1544;5.1425;4.6795;4.361;2.9475
29-01-00 09:00;10.203;9.3099;7.8643;7.7975;6.9517;6.0409;5.7436;5.6518;5.3396;5.1506;5.1389;4.6743;4.3553;2.9427
29-01-00 10:00;10.196;9.3055;7.8587;7.7921;6.9472;6.0379;5.7408;5.6493;5.3375;5.1468;5.1352;4.6692;4.3497;2.9378
29-01-00 11:00;10.189;9.301;7.8532;7.7867;6.9428;6.035;5.738;5.6468;5.3353;5.1431;5.1317;4.664;4.3441;2.9329
29-01-00 12:00;10.182;9.2967;7.8477;7.7814;6.9384;6.032;5.7352;5.6443;5.3331;5.1395;5.1281;4.6588;4.3385;2.928
29-01-00 13:00;10.175;9.2923;7.8423;7.7762;6.9341;6.0291;5.7324;5.6418;5.3309;5.1359;5.1247;4.6535;4.333;2.9231
29-01-00 14:00;10.169;9.2881;7.837;7.7711;6.9298;6.0261;5.7296;5.6393;5.3288;5.1323;5.1212;4.6483;4.3275;2.9182
29-01-00 15:00;10.163;9.2839;7.8318;7.766;6.9256;6.0232;5.7269;5.6368;5.3267;5.1288;5.1179;4.6431;4.322;2.9132
29-01-00 16:00;10.157;9.2799;7.8267;7.7611;6.9214;6.0203;5.7242;5.6344;5.3246;5.1254;5.1146;4.6378;4.3166;2.9082
29-01-00 17:00;10.152;9.2759;7.8217;7.7562;6.9173;6.0174;5.7215;5.632;5.3226;5.1221;5.1113;4.6326;4.3113;2.9032
29-01-00 18:00;10.146;9.272;7.8168;7.7515;6.9133;6.0146;5.7189;5.6296;5.3206;5.1188;5.1082;4.6273;4.306;2.8982
29-01-00 19:00;10.141;9.2682;7.812;7.7468;6.9093;6.0117;5.7163;5.6272;5.3186;5.1156;5.1051;4.6221;4.3007;2.8933
29-01-00 20:00;10.136;9.2645;7.8073;7.7422;6.9054;6.0089;5.7137;5.6249;5.3166;5.1125;5.102;4.6168;4.2955;2.8883
29-01-00 21:00;10.131;9.2609;7.8027;7.7378;6.9015;6.0062;5.7112;5.6226;5.3147;5.1094;5.0991;4.6116;4.2904;2.8833
29-01-00 22:00;10.127;9.2574;7.7982;7.7334;6.8977;6.0034;5.7087;5.6203;5.3128;5.1064;5.0962;4.6063;4.2853;2.8784
29-01-00 23:00;10.122;9.254;7.7938;7.7292;6.894;6.0007;5.7063;5.6181;5.3109;5.1035;5.0934;4.6011;4.2803;2.8735
30-01-00 00:00;10.118;9.2508;7.7895;7.725;6.8904;5.998;5.7038;5.6159;5.3091;5.1007;5.0906;4.5958;4.2754;2.8687
30-01-00 01:00;10.114;9.2476;7.7854;7.721;6.8868;5.9953;5.7015;5.6137;5.3073;5.0979;5.088;4.5906;4.2705;2.8639
30-01-00 02:00;10.11;9.2446;7.7813;7.717;6.8834;5.9927;5.6992;5.6116;5.3055;5.0952;5.0853;4.5854;4.2659;2.8591
30-01-00 03:00;10.107;9.2416;7.7774;7.7132;6.88;5.9902;5.6969;5.6095;5.3037;5.0925;5.0828;4.5802;4.2613;2.8543
30-01-00 04:00;10.103;9.2388;7.7735;7.7094;6.8766;5.9876;5.6946;5.6075;5.302;5.09;5.0803;4.5751;4.2568;2.8496
30-01-00 05:00;10.1;9.2361;7.7698;7.7058;6.8734;5.9851;5.6924;5.6054;5.3003;5.0874;5.0778;4.5701;4.2523;2.845
30-01-00 06:00;10.097;9.2335;7.7662;7.7022;6.8702;5.9827;5.6903;5.6035;5.2987;5.085;5.0754;4.5651;4.2479;2.8404
30-01-00 07:00;10.094;9.2309;7.7627;7.6988;6.8671;5.9803;5.6882;5.6015;5.2971;5.0826;5.0731;4.5602;4.2436;2.8358
30-01-00 08:00;10.09;9.2285;7.7592;7.6955;6.8641;5.9779;5.6861;5.5996;5.2955;5.0802;5.0709;4.5553;4.2394;2.8313
30-01-00 09:00;10.087;9.2261;7.7559;7.6922;6.8611;5.9756;5.6841;5.5978;5.2939;5.078;5.0687;4.5506;4.2352;2.8268
30-01-00 10:00;10.084;9.2238;7.7527;7.6891;6.8583;5.9733;5.6821;5.5959;5.2924;5.0758;5.0665;4.546;4.2311;2.8224
30-01-00 11:00;10.082;9.2215;7.7496;7.686;6.8555;5.9711;5.6802;5.5942;5.291;5.0736;5.0644;4.5415;4.2272;2.818
30-01-00 12:00;10.078;9.2192;7.7466;7.6831;6.8528;5.9689;5.6783;5.5924;5.2895;5.0716;5.0624;4.537;4.2233;2.8137
30-01-00 13:00;10.075;9.217;7.7436;7.6802;6.8501;5.9667;5.6765;5.5907;5.2881;5.0695;5.0605;4.5327;4.2194;2.8094
30-01-00 14:00;10.072;9.2148;7.7407;7.6773;6.8475;5.9646;5.6747;5.589;5.2867;5.0676;5.0586;4.5285;4.2157;2.8051
30-01-00 15:00;10.069;9.2126;7.7379;7.6746;6.845;5.9626;5.6729;5.5873;5.2854;5.0657;5.0567;4.5244;4.2121;2.8009
30-01-00 16:00;10.066;9.2104;7.7351;7.6718;6.8425;5.9606;5.6711;5.5857;5.2841;5.0638;5.0549;4.5204;4.2085;2.7968
30-01-00 17:00;10.063;9.2082;7.7324;7.6692;6.8401;5.9587;5.6694;5.5841;5.2828;5.062;5.0532;4.5165;4.2051;2.7927
30-01-00 18:00;10.059;9.206;7.7297;7.6665;6.8377;5.9568;5.6678;5.5826;5.2815;5.0603;5.0515;4.5127;4.2017;2.7887
30-01-00 19:00;10.056;9.2037;7.727;7.6639;6.8353;5.9549;5.6661;5.5811;5.2803;5.0586;5.0499;4.509;4.1984;2.7848
30-01-00 20:00;10.052;9.2014;7.7244;7.6613;6.833;5.9531;5.6645;5.5795;5.2791;5.057;5.0483;4.5054;4.1952;2.7809
30-01-00 21:00;10.049;9.1991;7.7218;7.6588;6.8308;5.9513;5.6629;5.5781;5.2779;5.0554;5.0467;4.5019;4.1921;2.777
30-01-00 22:00;10.045;9.1967;7.7192;7.6562;6.8285;5.9495;5.6614;5.5766;5.2767;5.0538;5.0452;4.4984;4.189;2.7732
30-01-00 23:00;10.041;9.1942;7.7165;7.6536;6.8262;5.9478;5.6598;5.5752;5.2756;5.0523;5.0438;4.4951;4.186;2.7695
31-01-00 00:00;10.037;9.1918;7.7139;7.6511;6.824;5.9461;5.6583;5.5737;5.2745;5.0508;5.0423;4.4918;4.1831;2.7658
